PWSID,System Name,County,Regulating Agency,Water Quality Risk Level_Display,Accessability Risk Level_Display,Affordability Risk Level_Display,TMF Capacity Risk Level_Display,POPULATION ,SAFER STATUS,Distinct count of PWSID,Funding Since 2017
CA3610854,SEARLES VALLEY MINERALS OPERATIONS INC,SAN BERNARDINO,DISTRICT 13 - SAN BERNARDINO,Medium Risk,Low Risk,Low Risk,Low Risk,"1,818",Potentially At-Risk,1,$0 
CA3700018,CAMPO ELEMENTARY SCHOOL,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,High Risk,High Risk,No Risk,No Risk,300,Failing,1,"$902,487 "
CA3700041,BARRETT LAKE MH AND RV LLC,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,Medium Risk,Low Risk,No Risk,Low Risk,150,Not At-Risk,1,$0 
CA3700071,HEAVENLY OAKS,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,Medium Risk,Low Risk,No Risk,Low Risk,300,Not At-Risk,1,$0 
CA3700073,H & J WATER COMPANY,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,Low Risk,High Risk,Not Assessed,Low Risk,50,At-Risk,1,$0 
CA3700074,CUYAMACA WATER DISTRICT,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,Low Risk,Low Risk,No Risk,No Risk,200,Failing,1,$0 
CA3700117,MOUNTAIN EMPIRE HIGH SCHOOL,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,No Risk,Low Risk,No Risk,No Risk,"1,000",Not At-Risk,1,$0 
CA3700118,CAMP LOCKETT MIDDLE SCHOOL,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,High Risk,High Risk,No Risk,No Risk,150,At-Risk,1,$0 
CA3700277,SUNRISE ESTATES MUTUAL WATER COMPANY,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,No Risk,Low Risk,No Risk,No Risk,150,Not At-Risk,1,$0 
CA3700291,"OCOTILLO OASIS, LLC",SAN DIEGO,LPA67 - SAN DIEGO COUNTY,High Risk,Low Risk,Not Assessed,No Risk,100,At-Risk,1,$0 
CA3700422,LAGUNA MOUNTIAN MUTUAL WATER CO.,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,No Risk,High Risk,No Risk,Low Risk,100,Not At-Risk,1,$0 
CA3700859,RANCHO DEL CAMPO WATER SYSTEM,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,High Risk,No Risk,High Risk,Low Risk,290,At-Risk,1,$0 
CA3700866,DEL DIOS MUTUAL WATER COMPANY,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,High Risk,Low Risk,No Risk,Medium Risk,330,At-Risk,1,$0 
CA3700897,GUATAY MUTUAL BENEFIT CORPORATION,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,High Risk,Medium Risk,No Risk,Medium Risk,100,Failing,1,$0 
CA3700900,LAKE HENSHAW RESORT INC.,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,Low Risk,Low Risk,No Risk,Low Risk,300,Not At-Risk,1,$0 
CA3700905,PINE HILLS MUTUAL WATER COMPANY,SAN DIEGO,DISTRICT 14 - SAN DIEGO,Low Risk,Low Risk,Low Risk,No Risk,760,Not At-Risk,1,$0 
CA3700909,JULIAN COMMUNITY SERVICES DISTRICT,SAN DIEGO,DISTRICT 14 - SAN DIEGO,No Risk,Low Risk,No Risk,Low Risk,"1,517",Not At-Risk,1,$0 
CA3700918,RANCHO SANTA TERESA MW CO.,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,High Risk,Low Risk,No Risk,No Risk,95,Potentially At-Risk,1,$0 
CA3700919,LAKE WOHLFORD RESORT,SAN DIEGO,DISTRICT 14 - SAN DIEGO,High Risk,High Risk,No Risk,Low Risk,250,Failing,1,$0 
CA3700922,LIVE OAK SPRINGS WATER SYSTEM,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,No Risk,High Risk,High Risk,Low Risk,300,At-Risk,1,$0 
CA3700923,LAKE MORENA OAK SHORES MWC,SAN DIEGO,DISTRICT 14 - SAN DIEGO,High Risk,Low Risk,Low Risk,Low Risk,670,At-Risk,1,"$756,500 "
CA3700924,LAKE MORENA VIEWS MWC,SAN DIEGO,DISTRICT 14 - SAN DIEGO,High Risk,Low Risk,High Risk,Medium Risk,360,Failing,1,$0 
CA3700933,PALOMAR MOUNTAIN MUTUAL WATER CO.,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,No Risk,Low Risk,Not Assessed,Low Risk,70,Not At-Risk,1,$0 
CA3700934,PAUMA VALLEY WATER COMPANY,SAN DIEGO,DISTRICT 14 - SAN DIEGO,High Risk,No Risk,High Risk,Low Risk,193,Failing,1,$0 
CA3700936,RANCHO ESTATES MUTUAL WATER CO.,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,Low Risk,No Risk,High Risk,No Risk,200,Not At-Risk,1,$0 
CA3700937,LAZY H MUTUAL WATER COMPANY,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,No Risk,No Risk,No Risk,No Risk,70,Not At-Risk,1,$0 
CA3700938,YUIMA MUNICIPAL WATER DISTRICT IDA,SAN DIEGO,DISTRICT 14 - SAN DIEGO,Low Risk,No Risk,Low Risk,Low Risk,759,Not At-Risk,1,$0 
CA3700958,LOS TULES MUTUAL WATER COMPANY,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,No Risk,Low Risk,Low Risk,No Risk,140,Not At-Risk,1,$0 
CA3700962,OAKVALE PARK,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,High Risk,Low Risk,Not Assessed,Medium Risk,100,At-Risk,1,$0 
CA3700963,POTRERO ELEMENTARY SCHOOL,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,Low Risk,High Risk,No Risk,No Risk,300,Not At-Risk,1,$0 
CA3700968,SAN PASQUAL ACADEMY,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,Low Risk,Low Risk,No Risk,Low Risk,350,Not At-Risk,1,$0 
CA3701005,SPENCER VALLEY SCHOOL DISTRICT,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,Low Risk,High Risk,No Risk,No Risk,40,Not At-Risk,1,$0 
CA3701010,WARNER UNIFIED SCHOOL DISTRICT,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,High Risk,Low Risk,No Risk,No Risk,250,Failing,1,$0 
CA3701184,BUTTERFIELD RANCH,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,Medium Risk,High Risk,Medium Risk,Low Risk,350,Failing,1,$0 
CA3701341,QUIET OAKS MOBILE HOME PARK,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,High Risk,High Risk,No Risk,Low Risk,120,Failing,1,$0 
CA3701408,YUIMA MUNICIPAL WATER DISTRICT,SAN DIEGO,DISTRICT 14 - SAN DIEGO,Low Risk,No Risk,High Risk,No Risk,350,Not At-Risk,1,$0 
CA3701747,NORTH PEAK MUTUAL WATER COMPANY,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,No Risk,Low Risk,High Risk,No Risk,25,Not At-Risk,1,$0 
CA3701780,RICHARDSON BEARDSLEY PARK INC.,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,Medium Risk,Medium Risk,High Risk,No Risk,28,At-Risk,1,$0 
CA3701793,TWIN LAKES RESORT,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,High Risk,Low Risk,No Risk,Medium Risk,200,Failing,1,$0 
CA3701837,WYNOLA WATER DISTRICT,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,Low Risk,Low Risk,High Risk,No Risk,120,Not At-Risk,1,$0 
CA3701934,PINE VALLEY BIBLE CONFERENCE CENTER,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,No Risk,High Risk,No Risk,Low Risk,350,Potentially At-Risk,1,$0 
CA3701961,PINE VALLEY TRAILER PARK,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,High Risk,Low Risk,No Risk,Low Risk,200,Potentially At-Risk,1,$0 
CA3701988,ALPINE OAKS ESTATES LLC,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,No Risk,High Risk,Not Assessed,Medium Risk,125,Potentially At-Risk,1,$0 
CA3701995,WILLOWSIDE TERRACE WATER ASSOCIATION,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,High Risk,Low Risk,No Risk,Low Risk,100,Failing,1,$0 
CA3702236,PALOMAR OBSERVATORY,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,No Risk,Medium Risk,No Risk,Low Risk,50,Not At-Risk,1,$0 
CA3702354,WARNER SPRINGS ESTATES,SAN DIEGO,DISTRICT 14 - SAN DIEGO,Low Risk,Low Risk,No Risk,High Risk,443,Not At-Risk,1,$0 
CA3702364,CLOVER FLAT ELEMENTARY SCHOOL,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,Low Risk,High Risk,No Risk,No Risk,160,Not At-Risk,1,$0 
CA3702754,RANCHO CORRIDO RV RESORT,SAN DIEGO,LPA67 - SAN DIEGO COUNTY,Medium Risk,Low Risk,No Risk,Medium Risk,350,Potentially At-Risk,1,$0 
CA3710001,CAL-AM WATER CORONADO,SAN DIEGO,DISTRICT 14 - SAN DIEGO,No Risk,No Risk,Not Assessed,Low Risk,"95,000",Not At-Risk,1,$0 
CA3710002,VALLECITOS WD,SAN DIEGO,DISTRICT 14 - SAN DIEGO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"105,513",Not Assessed,1,$0 
CA3710004,"DEL MAR, CITY OF",SAN DIEGO,DISTRICT 14 - SAN DIEGO,No Risk,No Risk,No Risk,Low Risk,"4,268",Not At-Risk,1,$0 
CA3710005,CARLSBAD MWD,SAN DIEGO,DISTRICT 14 - SAN DIEGO,No Risk,No Risk,Low Risk,Low Risk,"91,697",Not At-Risk,1,$0 
CA3710006,"ESCONDIDO, CITY OF",SAN DIEGO,DISTRICT 14 - SAN DIEGO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"137,941",Not Assessed,1,$0 
CA3710008,FALLBROOK PUD,SAN DIEGO,DISTRICT 14 - SAN DIEGO,No Risk,No Risk,Low Risk,Low Risk,"35,237",Not At-Risk,1,"$68,300,511 "
CA3710009,DESCANSO COMMUNITY SERVICES DISTRICT,SAN DIEGO,DISTRICT 14 - SAN DIEGO,High Risk,Low Risk,High Risk,No Risk,870,Failing,1,$0 
CA3710010,HELIX WATER DISTRICT,SAN DIEGO,DISTRICT 14 - SAN DIEGO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"277,294",Not Assessed,1,$0 
CA3710011,JACUMBA COMMUNITY SD,SAN DIEGO,DISTRICT 14 - SAN DIEGO,Medium Risk,Low Risk,Medium Risk,No Risk,561,Potentially At-Risk,1,$0 
CA3710012,RANCHO PAUMA MUTUAL WC,SAN DIEGO,DISTRICT 14 - SAN DIEGO,No Risk,No Risk,No Risk,No Risk,899,Not At-Risk,1,$0 
CA3710013,LAKESIDE WD,SAN DIEGO,DISTRICT 14 - SAN DIEGO,No Risk,No Risk,No Risk,Low Risk,"35,500",Not At-Risk,1,$0 
CA3710014,"OCEANSIDE, CITY OF",SAN DIEGO,DISTRICT 08 - SANTA ANA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"178,021",Not Assessed,1,$0 
CA3710015,"POWAY, CITY OF",SAN DIEGO,DISTRICT 14 - SAN DIEGO,No Risk,No Risk,Low Risk,Low Risk,"49,737",Not At-Risk,1,$0 
CA3710016,RAINBOW MUNICIPAL WD,SAN DIEGO,DISTRICT 14 - SAN DIEGO,No Risk,No Risk,Medium Risk,Low Risk,"21,841",Not At-Risk,1,$0 
CA3710018,RINCON DEL DIABLO MWD (ID-1),SAN DIEGO,DISTRICT 14 - SAN DIEGO,No Risk,No Risk,No Risk,No Risk,"28,689",Not At-Risk,1,$0 
CA3710019,RAMONA MUNICIPAL WD,SAN DIEGO,DISTRICT 14 - SAN DIEGO,No Risk,No Risk,Low Risk,Low Risk,"35,628",Not At-Risk,1,$0 
CA3710020,"SAN DIEGO, CITY OF",SAN DIEGO,DISTRICT 14 - SAN DIEGO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"1,394,515",Not Assessed,1,"$274,276,941 "
CA3710021,SAN DIEGUITO WD,SAN DIEGO,DISTRICT 14 - SAN DIEGO,No Risk,No Risk,Low Risk,No Risk,"39,722",Not At-Risk,1,$0 
CA3710023,SANTA FE I.D.,SAN DIEGO,DISTRICT 14 - SAN DIEGO,No Risk,No Risk,No Risk,Low Risk,"21,549",Not At-Risk,1,$0 
CA3710025,SWEETWATER AUTHORITY,SAN DIEGO,DISTRICT 14 - SAN DIEGO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"189,719",Not Assessed,1,$0 
CA3710026,VALLEY CENTER MWD,SAN DIEGO,DISTRICT 14 - SAN DIEGO,No Risk,No Risk,Low Risk,Low Risk,"28,507",Not At-Risk,1,"$8,500,000 "
CA3710027,VISTA IRRIGATION DISTRICT,SAN DIEGO,DISTRICT 14 - SAN DIEGO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"134,588",Not Assessed,1,$0 
CA3710029,OLIVENHAIN MWD,SAN DIEGO,DISTRICT 14 - SAN DIEGO,No Risk,No Risk,Low Risk,No Risk,"86,997",Not At-Risk,1,$0 
CA3710034,OTAY WATER DISTRICT,SAN DIEGO,DISTRICT 14 - SAN DIEGO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"225,870",Not Assessed,1,$0 
CA3710036,BORREGO WD,SAN DIEGO,DISTRICT 14 - SAN DIEGO,No Risk,Medium Risk,Low Risk,No Risk,"3,429",Not At-Risk,1,"$2,048,362 "
CA3710037,PADRE DAM MWD,SAN DIEGO,DISTRICT 14 - SAN DIEGO,No Risk,No Risk,Low Risk,No Risk,"92,045",Not At-Risk,1,$0 
CA3710039,PINE VALLEY MUTUAL WC,SAN DIEGO,DISTRICT 14 - SAN DIEGO,Medium Risk,Low Risk,No Risk,No Risk,"2,500",Not At-Risk,1,$0 
CA3710041,MAJESTIC PINES COMMUNITY SD,SAN DIEGO,DISTRICT 14 - SAN DIEGO,Low Risk,Low Risk,No Risk,Low Risk,"1,502",Not At-Risk,1,$0 
CA3710042,SAN DIEGO COUNTY WATER AUTHORITY,SAN DIEGO,DISTRICT 14 - SAN DIEGO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,0,Not Assessed,1,$0 
CA3710044,RINCON DEL DIABLO MWD (ID-A),SAN DIEGO,DISTRICT 14 - SAN DIEGO,No Risk,Medium Risk,No Risk,No Risk,"3,330",Not At-Risk,1,$0 
CA3710045,POSEIDON RESOURCES - CDP,SAN DIEGO,DISTRICT 14 - SAN DIEGO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,0,Not Assessed,1,$0 
CA3710047,CAMPO HILLS-COUNTY PUBLIC WORKS WASTEWTR,SAN DIEGO,DISTRICT 14 - SAN DIEGO,Medium Risk,No Risk,No Risk,Low Risk,500,Not At-Risk,1,$0 
CA3710700,CAMP PENDLETON (NORTH),SAN DIEGO,DISTRICT 08 - SANTA ANA,Medium Risk,No Risk,No Risk,Medium Risk,"26,355",Potentially At-Risk,1,$0 
CA3710702,CAMP PENDLETON (SOUTH),SAN DIEGO,DISTRICT 08 - SANTA ANA,Medium Risk,No Risk,No Risk,Medium Risk,"56,985",Potentially At-Risk,1,$0 
CA3710707,USN SAN CLEMENTE ISLAND,SAN DIEGO,DISTRICT 14 - SAN DIEGO,No Risk,No Risk,No Risk,No Risk,670,Not At-Risk,1,$0 
CA3710750,NAS NORTH ISLAND & NAB CORONADO,SAN DIEGO,DISTRICT 14 - SAN DIEGO,No Risk,No Risk,No Risk,No Risk,"6,000",Not At-Risk,1,$0 
CA3710800,PUERTA LA CRUZ CC #14,SAN DIEGO,DISTRICT 14 - SAN DIEGO,Low Risk,Low Risk,No Risk,Low Risk,125,Not At-Risk,1,$0 
CA3710802,LA CIMA FIRE CENTER,SAN DIEGO,DISTRICT 14 - SAN DIEGO,Low Risk,High Risk,No Risk,Medium Risk,80,At-Risk,1,$0 
CA3810001,SAN FRANCISCO REGIONAL WATER SYSTEM,SAN FRANCISCO,DISTRICT 04 - SAN FRANCISCO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,600,Not Assessed,1,"$238,218,951 "
CA3810003,HHW&P MOCCASIN COMPOUND-SFPUC,SAN FRANCISCO,DISTRICT 04 - SAN FRANCISCO,No Risk,Medium Risk,No Risk,Low Risk,150,Not At-Risk,1,$0 
CA3810008,THOMAS SHAFT WHOLESALE,SAN JOAQUIN,DISTRICT 04 - SAN FRANCISCO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,1,Not Assessed,1,$0 
CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,DISTRICT 04 - SAN FRANCISCO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"884,363",Not Assessed,1,$0 
CA3810700,PRESIDIO OF SAN FRANCISCO,SAN FRANCISCO,DISTRICT 04 - SAN FRANCISCO,Low Risk,No Risk,No Risk,Low Risk,"3,500",Not At-Risk,1,$0 
CA3810702,TREASURE ISLAND,SAN FRANCISCO,DISTRICT 04 - SAN FRANCISCO,No Risk,Medium Risk,High Risk,No Risk,"2,400",Potentially At-Risk,1,$0 
CA3900504,CLEMENTS WATER WORKS #43,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,Medium Risk,No Risk,Low Risk,120,Not At-Risk,1,$0 
CA3900505,FARMINGTON WATER COMPANY,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,Medium Risk,No Risk,Low Risk,270,Not At-Risk,1,$0 
CA3900512,MORADA ACRES WATER SYSTEM,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,High Risk,No Risk,Low Risk,105,Potentially At-Risk,1,$0 
CA3900517,ALMOND PARK WATER SYSTEM,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Medium Risk,High Risk,No Risk,Low Risk,60,At-Risk,1,$0 
CA3900523,MORADA MANOR WATER SYSTEM,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,High Risk,High Risk,No Risk,109,At-Risk,1,$0 
CA3900543,MAURLAND MANOR WATER SYSTEM,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,Medium Risk,No Risk,Low Risk,110,Not At-Risk,1,$0 
CA3900558,RANCHO SAN JOAQUIN WATER SYS,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,High Risk,Medium Risk,High Risk,Low Risk,141,At-Risk,1,$0 
CA3900559,WINE COUNTRY APARTMENTS,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,High Risk,No Risk,No Risk,40,Not At-Risk,1,$0 
CA3900561,LODI LAKE MOBILE HOME PARK,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,High Risk,No Risk,No Risk,104,Not At-Risk,1,$0 
CA3900563,GAYLA MANOR PWS,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,High Risk,Low Risk,Low Risk,146,Potentially At-Risk,1,$0 
CA3900568,CARIBOU MOBILE PARK PWS,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,High Risk,Medium Risk,No Risk,No Risk,180,Potentially At-Risk,1,$0 
CA3900569,EL RIO MOBILE HOME PARK,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low Risk,Medium Risk,No Risk,Low Risk,60,Potentially At-Risk,1,$0 
CA3900579,CENTURY MOBILE HOME PARK,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,High Risk,High Risk,No Risk,Low Risk,50,Failing,1,$0 
CA3900586,B&G MOBILE HOME PARK LLC WS,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,High Risk,High Risk,No Risk,Low Risk,50,At-Risk,1,$0 
CA3900596,VILLA CEREZOS,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,High Risk,No Risk,No Risk,200,Not At-Risk,1,$0 
CA3900602,TAHAMA VILLAGE MOBILE HOME PARK,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low Risk,Medium Risk,No Risk,No Risk,200,Not At-Risk,1,$0 
CA3900606,A1 WINSTONS MOBILE HOME PARK,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,High Risk,No Risk,No Risk,75,Not At-Risk,1,$0 
CA3900607,COUNTRY SQUIRE MOBILE ESTATES & WATER SY,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,High Risk,No Risk,Low Risk,64,Potentially At-Risk,1,$0 
CA3900624,IL VINETO,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low Risk,Medium Risk,No Risk,Low Risk,160,Not At-Risk,1,$0 
CA3900637,BIG WHEEL MOBILE HOME PARK,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Medium Risk,Medium Risk,Not Assessed,Low Risk,120,At-Risk,1,$0 
CA3900649,GLENWOOD MOBILE HOME PARK,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Medium Risk,High Risk,No Risk,Low Risk,100,At-Risk,1,$0 
CA3900653,ISLANDER MARINA,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low Risk,Medium Risk,No Risk,Low Risk,150,Not At-Risk,1,$0 
CA3900661,MAPACHE TRAILER PARK,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,High Risk,No Risk,Low Risk,275,Potentially At-Risk,1,$0 
CA3900664,NEW HOPE LANDING GENERAL STORE,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,High Risk,No Risk,No Risk,125,Not At-Risk,1,$0 
CA3900682,LOCKEFORD MOBILE HOME PARK WTR SYS,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,High Risk,No Risk,Low Risk,100,Potentially At-Risk,1,$0 
CA3900701,CURRIER ESTATES WATER CORP,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,High Risk,No Risk,No Risk,148,Not At-Risk,1,$0 
CA3900702,CORRAL HOLLOW PWS,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,High Risk,Low Risk,Low Risk,Low Risk,98,At-Risk,1,$0 
CA3900705,FINNLEES TRAILER PARK,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,High Risk,High Risk,No Risk,Low Risk,55,At-Risk,1,$0 
CA3900714,SUNNYSIDE ESTATES WATER SYSTEM,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,High Risk,High Risk,Low Risk,76,At-Risk,1,$0 
CA3900719,MOKELUMNE MOBILE SENIOR PARK,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,High Risk,No Risk,Low Risk,55,Potentially At-Risk,1,$0 
CA3900720,SHADED TERRACE PWS,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,High Risk,No Risk,Low Risk,161,Potentially At-Risk,1,$0 
CA3900721,WOODBRIDGE MOBILE ESTATES,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Medium Risk,High Risk,No Risk,High Risk,110,At-Risk,1,$0 
CA3900722,MORADA ESTATES PWS,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,High Risk,Medium Risk,No Risk,Low Risk,158,At-Risk,1,$0 
CA3900724,ELKHORN ESTATES WATER SYSTEM,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,High Risk,Medium Risk,Low Risk,Low Risk,200,At-Risk,1,$0 
CA3900732,V & P TRAILER COURT WATER SYSTEM,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,High Risk,High Risk,No Risk,Low Risk,35,At-Risk,1,$0 
CA3900733,COUNTRY CLUB VISTA MUTUAL WATER CO,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,High Risk,No Risk,No Risk,75,Not At-Risk,1,$0 
CA3900748,ESCALON USD- COLLEGEVILLE SCH,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Not Assessed,Not Assessed,Not Assessed,Not Assessed,100,Not Assessed,1,$0 
CA3900755,SHADY REST TRAILER COURT,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,High Risk,Low Risk,Low Risk,120,At-Risk,1,$0 
CA3900756,LINDEN USD-GLENWOOD SCHOOL,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,High Risk,No Risk,No Risk,100,Not At-Risk,1,$0 
CA3900757,LINDEN USD-WATERLOO ELEMENTARY,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,High Risk,No Risk,No Risk,225,Not At-Risk,1,$0 
CA3900762,RIVERSIDE MOBILE HOME PARK,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low Risk,Medium Risk,No Risk,Low Risk,55,Not At-Risk,1,$0 
CA3900805,MOREHEAD PARK,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,Low Risk,No Risk,No Risk,300,Not At-Risk,1,$0 
CA3900813,HAVEN ACRES RIVER CLUB INC,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low Risk,High Risk,No Risk,No Risk,100,Not At-Risk,1,$0 
CA3900831,ARBOR MOBILE HOME PARK WS,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,High Risk,No Risk,Low Risk,340,Potentially At-Risk,1,$0 
CA3900835,WAYSIDE MOTEL APARTMENTS WTR SYS,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,High Risk,No Risk,Low Risk,70,Potentially At-Risk,1,$0 
CA3900837,LODI HOMES,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,High Risk,No Risk,Low Risk,39,Not At-Risk,1,$0 
CA3900842,DOUBLE L MOBILE ESTATES,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,Medium Risk,No Risk,No Risk,320,Not At-Risk,1,$0 
CA3900844,COUNTRY MANOR MHP,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,Medium Risk,No Risk,Low Risk,75,Not At-Risk,1,$0 
CA3900846,OAK VIEW UNION ELEMENTARY SCH,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,High Risk,No Risk,No Risk,350,Not At-Risk,1,$0 
CA3900848,LODI USD-TURNER ACADEMY AT TOKAY COLONY,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,High Risk,No Risk,No Risk,166,Not At-Risk,1,$0 
CA3900849,LODI USD-LIVE OAK SCHOOL,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,High Risk,No Risk,No Risk,100,Not At-Risk,1,$0 
CA3900850,LODI USD-HOUSTON SCHOOL,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,High Risk,No Risk,No Risk,405,Not At-Risk,1,$0 
CA3900907,BEL AIR MOBILE ESTATE,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Low Risk,Medium Risk,No Risk,Low Risk,150,Not At-Risk,1,$0 
CA3900921,CARDOZA VILLA CORP,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,High Risk,No Risk,Low Risk,30,Not At-Risk,1,$0 
CA3900927,SPRING CREEK ESTATES PWS,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,No Risk,High Risk,No Risk,Low Risk,90,Potentially At-Risk,1,$0 
CA3900964,SAHARA MOBILE COURT,SAN JOAQUIN,LPA69 - SAN JOAQUIN COUNTY,Medium Risk,High Risk,No Risk,Low Risk,300,At-Risk,1,$0 
