PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
CA1500413,TEJON RANCH MAIN HEADQUARTERS,Region 9,California,Community water system,132,,Kern,2,11,7
CA4900673,ATHENA TERRACE MUTUAL WATER COMPANY,Region 9,California,Community water system,74,,Sonoma,4,17,3
CA1910003,CITY OF ARCADIA,Region 9,California,Community water system,"44,738",ARCADIA,Los Angeles,55,9,38
CA1500401,METTLER COUNTY WATER DISTRICT,Region 9,California,Community water system,157,,Kern,9,22,9
CA0600008,COLUSA CO. WWD #1 - GRIMES,Region 9,California,Community water system,305,,Colusa,5,53,6
CA3700958,LOS TULES MUTUAL WATER COMPANY,Region 9,California,Community water system,140,,San Diego,7,17,13
CA1910083,"MANHATTAN BEACH-CITY, WATER DEPT.",Region 9,California,Community water system,"35,183",MANHATTAN BEACH,Los Angeles,8,2,31
CA1400070,SIERRA GRANDE ESTATES MUTUAL WATER CO.,Region 9,California,Community water system,200,,Inyo,6,6,14
CA2801016,HESS WINERY,Region 9,California,Community water system,100,,Napa,7,5,22
CA4500106,RIO VISTA MOBILEHOME ESTATES,Region 9,California,Community water system,25,,Shasta,3,10,12
CA5500353,SIERRA VILLAGE MOBILE HOME PARK,Region 9,California,Community water system,30,,Tuolumne,5,1,10
CA1300513,OCOTILLO MUTUAL WATER CO,Region 9,California,Community water system,150,,Imperial,3,8,17
CA1910218,LA HABRA HEIGHTS CWD,Region 9,California,Community water system,"5,459",,Los Angeles,12,0,26
CA3500524,RIVER OAKS R.V.P.,Region 9,California,Community water system,52,,San Benito,4,18,5
CA3000825,SOUTH MIDWAY CITY MUTUAL WATER CO.,Region 9,California,Community water system,825,MIDWAY CITY,Orange,7,8,10
CA0800557,HUNTER VALLEY CSD,Region 9,California,Community water system,96,,Del Norte,2,4,15
CA5301101,TREASURE CREEK WOODS MWC,Region 9,California,Community water system,131,,Trinity,4,5,8
CA4410018,CENTRAL WATER DISTRICT,Region 9,California,Community water system,"2,715",,Santa Cruz,13,4,8
CA1500152,MIRASOL COMPANY WATER SYSTEM,Region 9,California,Community water system,26,,Kern,3,26,6
CA0310006,RIVER PINES PUD,Region 9,California,Community water system,510,,Amador,14,8,16
CA4400582,PINE TREE LANE MUTUAL WATER CO,Region 9,California,Community water system,80,,Santa Cruz,4,5,9
CA2000592,TWO TWENTY FOUR MOBILE HOME PK,Region 9,California,Community water system,35,,Madera,21,36,8
CA5410008,OROSI PUBLIC UTILITY DISTRICT,Region 9,California,Community water system,"8,770",,Tulare,16,8,13
CA4500009,CORTLAND PINES MUTUAL WATER CO,Region 9,California,Community water system,92,,Shasta,3,5,11
CA4400625,VISTA ROBLES ASSOCIATION,Region 9,California,Community water system,50,,Santa Cruz,4,18,73
CA5401038,AKIN WATER CO,Region 9,California,Community water system,86,,Tulare,4,10,9
CA5510503,YOSEMITE NPS-HODGDON MEADOW,Region 9,California,Community water system,51,,Tuolumne,5,8,6
CA2210515,YOSEMITE NPS-EL PORTAL,Region 9,California,Community water system,635,,Mariposa,13,9,8
CA2210510,YOSEMITE NPS-WAWONA,Region 9,California,Community water system,150,,Mariposa,3,7,6
CA5500074,SIERRA VILLAGE MUTUAL WATER CO,Region 9,California,Community water system,272,,Tuolumne,7,7,7
CA3600012,APPLE VALLEY VIEW MWC,Region 9,California,Community water system,275,,San Bernardino,4,24,44
CA1500455,WILLIAM FISHER MEMORIAL WATER COMPANY,Region 9,California,Community water system,56,,Kern,4,70,7
CA4900943,ALLIANCE REDWOODS CONFERENCE GROUNDS,Region 9,California,Community water system,418,,Sonoma,5,33,4
CA1410007,HIGHLAND MOBILE HOME PARK,Region 9,California,Community water system,"1,400",,Inyo,4,2,4
CA1410005,INDIAN CREEK CSD,Region 9,California,Community water system,"1,030",,Inyo,7,1,7
CA4200702,VIEJA MUTUAL WATER COMPANY,Region 9,California,Community water system,60,,Santa Barbara,4,2,7
CA3301355,ANZA RV RESORT,Region 9,California,Community water system,120,,Riverside,4,4,10
CA1910049,"HUNTINGTON PARK-CITY, WATER DEPT.",Region 9,California,Community water system,"15,414",HUNTINGTON PARK,Los Angeles,24,1,17
CA5500060,MI WUK HEIGHTS MWC,Region 9,California,Community water system,352,,Tuolumne,7,9,10
CA2010017,"TESORO VIEJO MASTER MWC, INC.",Region 9,California,Community water system,"2,640",,Madera,7,0,2
CA1502659,OWENS PEAK SOUTH,Region 9,California,Community water system,40,,Kern,2,3,5
CA1000378,SUNSET WEST COMMUNITY LLC,Region 9,California,Community water system,350,,Fresno,3,5,7
CA3600297,GORDON ACRES WATER CO,Region 9,California,Community water system,200,,San Bernardino,3,5,53
CA4310004,CITY OF GILROY,Region 9,California,Community water system,"57,315",GILROY,Santa Clara,23,0,17
CA2600546,CROWLEY LAKE MUTUAL WATER COMPANY,Region 9,California,Community water system,175,,Mono,3,33,16
CA4010015,MORRO ROCK MUTUAL WATER CO,Region 9,California,Community water system,"1,881",,San Luis Obispo,8,1,13
CA4010006,CAYUCOS BEACH MUTUAL WATER COMPANY,Region 9,California,Community water system,"2,373",,San Luis Obispo,5,1,14
CA5500064,MULLER MUTUAL WATER COMPANY,Region 9,California,Community water system,154,,Tuolumne,4,27,8
CA3900649,GLENWOOD MOBILE HOME PARK,Region 9,California,Community water system,100,,San Joaquin,4,39,77
CA3901081,MOBILE VILLAS TRAILER PARK,Region 9,California,Community water system,130,,San Joaquin,4,9,31
CA2410700,CASTLE AIRPORT,Region 9,California,Community water system,"1,650",,Merced,19,4,5
CA3200138,MEADOW EDGE MHP,Region 9,California,Community water system,53,,Plumas,6,3,8
CA3500549,ROSA MORADA MUTUAL WATER COMPANY,Region 9,California,Community water system,129,,San Benito,7,17,10
CA3610705,US ARMY FORT IRWIN,Region 9,California,Community water system,"16,000",,San Bernardino,26,61,7
CA4900603,RIEBLI MUTUAL WATER COMPANY,Region 9,California,Community water system,150,,Sonoma,6,10,3
CA0707577,RIVERVIEW WATER ASSOCIATION,Region 9,California,Community water system,230,,Contra Costa,5,9,40
CA0707569,ANGLERS SUBDIVISION 4,Region 9,California,Community water system,210,,Contra Costa,4,7,18
CA5000095,SUNRISE VILLAGE MHP,Region 9,California,Community water system,339,,Stanislaus,4,8,20
CA5000010,TID/ LA GRANGE WATER SYSTEM,Region 9,California,Community water system,195,,Stanislaus,10,30,28
CA4301013,ROCKWOOD ESTATES MUTUAL WATER COMPANY,Region 9,California,Community water system,30,,Santa Clara,7,1,2
CA4900630,AUSTIN CREEK MUTUAL (SPRINGHILL),Region 9,California,Community water system,150,,Sonoma,4,9,4
CA3610851,CALIFORNIA INSTITUTION FOR WOMEN,Region 9,California,Community water system,"1,750",,San Bernardino,6,5,15
CA5000033,COBLES CORNER,Region 9,California,Community water system,50,,Stanislaus,3,58,20
CA3400433,EDGEWATER MOBILE HOME PARK,Region 9,California,Community water system,40,,Sacramento,5,42,37
CA0202522,SIERRA PINES MOBILE HOME PARK,Region 9,California,Community water system,70,,Alpine,2,8,3
CA3301588,ROYAL CARRIZO HOA,Region 9,California,Community water system,25,,Riverside,9,7,10
CA1500452,RIVERDALE VILLAGE,Region 9,California,Community water system,750,,Kern,4,13,8
CA1502232,ROSAMOND MOBILEHOME PARK,Region 9,California,Community water system,175,,Kern,3,29,7
CA2710007,"GONZALES, CITY OF",Region 9,California,Community water system,"8,549",GONZALES,Monterey,13,9,15
CA2310004,"WILLITS, CITY OF",Region 9,California,Community water system,"6,175",WILLITS,Mendocino,5,12,26
CA4110024,CITY OF EAST PALO ALTO,Region 9,California,Community water system,"29,519",EAST PALO ALTO,San Mateo,6,12,10
CA5010010,"MODESTO, CITY OF",Region 9,California,Community water system,"219,294",MODESTO,Stanislaus,273,14,36
CA5010005,CITY OF MODESTO - SALIDA,Region 9,California,Community water system,"14,530",MODESTO,Stanislaus,19,12,21
CA5010023,CITY OF MODESTO - SOUTH TURLOCK,Region 9,California,Community water system,"1,079",MODESTO,Stanislaus,5,1,13
CA5010029,CITY OF MODESTO - DEL RIO,Region 9,California,Community water system,"1,274",MODESTO,Stanislaus,11,5,15
CA5010031,CITY OF MODESTO - WALNUT MANOR,Region 9,California,Community water system,175,MODESTO,Stanislaus,4,1,14
CA5010033,CITY OF MODESTO - GRAYSON,Region 9,California,Community water system,871,MODESTO,Stanislaus,6,6,16
CA5010034,CITY OF MODESTO - NORTH TURLOCK,Region 9,California,Community water system,145,MODESTO,Stanislaus,4,1,13
CA5010035,CITY OF MODESTO - CENTRAL TURLOCK,Region 9,California,Community water system,116,MODESTO,Stanislaus,5,5,14
CA1500466,A.F.P. MUTUAL WATER COMPANY,Region 9,California,Community water system,710,,Kern,7,11,5
CA1300555,MITCHELLS CAMP FAMILY ASSOC.,Region 9,California,Community water system,175,,Imperial,2,4,21
CA0510002,CALAVERAS PUD,Region 9,California,Community water system,"6,286",,Calaveras,3,8,16
CA5301102,TRINITY KNOLLS MUTUAL WATER COMPANY,Region 9,California,Community water system,338,,Trinity,14,8,11
CA1500364,KERNVALE MUTUAL WATER CO,Region 9,California,Community water system,75,,Kern,2,46,7
CA4000802,SANTA YSABEL RANCH MWC,Region 9,California,Community water system,238,,San Luis Obispo,4,1,5
CA1910001,CITY OF ALHAMBRA,Region 9,California,Community water system,"83,750",ALHAMBRA,Los Angeles,41,2,61
CA4210019,MISSION HILLS CSD,Region 9,California,Community water system,"3,600",,Santa Barbara,8,3,18
CA1100237,WILLOWS MOBILE HOME COMMUNITY & RV PARK,Region 9,California,Community water system,190,,Glenn,4,2,16
CA4910004,SWEETWATER SPRINGS CWD - GUERNEVILLE,Region 9,California,Community water system,"6,000",,Sonoma,12,2,9
CA5000061,MARTIN'S MOBILE HOME COURT,Region 9,California,Community water system,60,,Stanislaus,2,18,12
CA5000017,PARK HEIGHTS MUTUAL WATER CO,Region 9,California,Community water system,250,,Stanislaus,3,5,15
CA4910028,SWEETWATER SPRINGS CWD - MONTE RIO,Region 9,California,Community water system,"3,000",,Sonoma,6,0,10
CA3010068,EAST ORANGE COUNTY WD - RZ,Region 9,California,Community water system,"3,247",,Orange,10,1,22
CA3010093,EAST ORANGE COUNTY WD - WZ,Region 9,California,Community water system,0,,Orange,13,3,18
CA5403217,OKIEVILLE HIGHLAND ACRES MWC,Region 9,California,Community water system,300,,Tulare,2,1,2
CA5500086,SONORA ESTATES MOBILE HOME PARK,Region 9,California,Community water system,231,,Tuolumne,3,4,14
CA3301114,CHERRY VALLEY WATER COMPANY,Region 9,California,Community water system,210,,Riverside,8,45,14
CA1200706,TRINIDAD EXTENDED STAY RV,Region 9,California,Community water system,130,,Humboldt,3,13,10
CA3900837,LODI HOMES,Region 9,California,Community water system,39,,San Joaquin,3,29,68
CA2701295,ESALEN INSTITUTE WS,Region 9,California,Community water system,246,,Monterey,6,33,8
CA4300543,WEST SAN MARTIN WATER WORKS INC,Region 9,California,Community water system,"1,173",,Santa Clara,15,15,10
CA1210006,"FORTUNA, CITY OF",Region 9,California,Community water system,"11,649",FORTUNA,Humboldt,14,2,30
CA4300992,GOLDEN HEIGHTS MUTUAL WATER COMPANY,Region 9,California,Community water system,66,,Santa Clara,4,2,6
CA0310005,PINE GROVE COMM SERV DIST,Region 9,California,Community water system,907,,Amador,5,11,11
CA1510038,BEAR VALLEY CSD,Region 9,California,Community water system,"8,170",,Kern,68,11,12
CA2000785,VALLEY TEEN RANCH,Region 9,California,Community water system,50,,Madera,22,35,8
CA4000214,BARON CANYON MUTUAL WATER CO.,Region 9,California,Community water system,81,,San Luis Obispo,5,5,9
CA3710020,"SAN DIEGO, CITY OF",Region 9,California,Community water system,"1,394,515",SAN DIEGO,San Diego,33,13,276
CA1500561,ROUND MOUNTAIN WATER COMPANY,Region 9,California,Community water system,50,,Kern,5,61,7
CA5200558,RIVER VIEW MHC LLC,Region 9,California,Community water system,100,,Tehama,3,10,2
CA5200508,RIO VISTA MOBILE HOME PARK,Region 9,California,Community water system,543,,Tehama,3,10,3
CA4500092,RIVER BREEZE MOBILE HOME PARK,Region 9,California,Community water system,87,,Shasta,4,8,12
CA4000808,MONTE SERENO MUTUAL BENEFIT WATER,Region 9,California,Community water system,60,,San Luis Obispo,5,0,7
CA1800516,LITTLE VALLEY CSD,Region 9,California,Community water system,70,,Lassen,2,5,6
CA2000524,SKY ACRES MUTUAL WATER CORP,Region 9,California,Community water system,175,,Madera,22,20,9
CA2000595,MADERA MH & RV PARK,Region 9,California,Community water system,450,,Madera,20,14,9
CA1000299,THREE PALMS MOBILEHOME PARK,Region 9,California,Community water system,300,,Fresno,4,14,24
CA4010017,GOLDEN STATE WATER COMPANY - LOS OSOS,Region 9,California,Community water system,"5,518",,San Luis Obispo,23,0,21
CA1910085,MAYWOOD MUTUAL WATER CO. #2,Region 9,California,Community water system,"7,118",,Los Angeles,11,0,13
CA3700918,RANCHO SANTA TERESA MW CO.,Region 9,California,Community water system,95,,San Diego,6,48,13
CA2701423,ECHO VALLEY RD WS #05,Region 9,California,Community water system,45,,Monterey,3,12,13
CA1700702,INNISFREE WATER COMPANY,Region 9,California,Community water system,56,,Lake,3,2,5
CA4400754,MONTE VISTA CHRISTIAN SCHOOL,Region 9,California,Community water system,"1,083",,Santa Cruz,4,7,51
CA1502629,HEATH BRIMHALL P.O.A.,Region 9,California,Community water system,39,,Kern,2,7,6
CA1910146,"SANTA MONICA-CITY, WATER DIVISION",Region 9,California,Community water system,"91,411",SANTA MONICA,Los Angeles,32,0,145
CA5200539,FRIENDLY ACRES MHP,Region 9,California,Community water system,75,,Tehama,2,8,8
CA1910234,WALNUT VALLEY WATER DISTRICT,Region 9,California,Community water system,"99,956",,Los Angeles,6,1,31
CA2800543,CAPELL VALLEY ESTATES,Region 9,California,Community water system,250,,Napa,4,35,25
CA1710011,BUCKINGHAM PARK WATER DISTRICT,Region 9,California,Community water system,"1,501",,Lake,5,16,13
CA3100038,HEATHER GLEN COMMUNITY SERVICE DIST,Region 9,California,Community water system,250,,Placer,4,28,26
CA5200007,HOWELL'S LAKESIDE WATER CO.,Region 9,California,Community water system,75,,Tehama,4,11,2
CA1210800,CAL FIRE-EEL RIVER CONSERVATION CAMP,Region 9,California,Community water system,180,,Humboldt,5,14,7
CA3301247,ELMS MOBILE PARK,Region 9,California,Community water system,100,,Riverside,2,40,11
CA2702409,EL CAMINO WC INC,Region 9,California,Community water system,133,,Monterey,2,63,11
CA3701961,PINE VALLEY TRAILER PARK,Region 9,California,Community water system,200,,San Diego,6,6,14
CA3700291,"OCOTILLO OASIS, LLC",Region 9,California,Community water system,100,,San Diego,7,27,12
CA1700568,HARBOR VIEW MUTUAL WATER COMPANY,Region 9,California,Community water system,550,,Lake,3,48,18
CA4400723,MISSION SPRINGS CONFERENCE CENTER,Region 9,California,Community water system,"1,310",,Santa Cruz,4,19,10
CA1100254,VOYLES TRAILER PARK,Region 9,California,Community water system,27,,Glenn,6,6,18
CA1910126,"POMONA - CITY, WATER DEPT.",Region 9,California,Community water system,"152,361",POMONA,Los Angeles,84,1,49
CA1010001,BAKMAN WATER COMPANY,Region 9,California,Community water system,"16,756",,Fresno,28,3,16
CA4200556,FOSTER ROAD MUTUAL WATER COMPANY,Region 9,California,Community water system,150,,Santa Barbara,3,11,10
CA0500075,LAKESIDE MOBILE ESTATES,Region 9,California,Community water system,54,,Calaveras,7,3,11
CA4810801,DELTA CONSERVATION CAMP,Region 9,California,Community water system,150,,Solano,4,1,8
CA4900563,MISSION HIGHLANDS MUTUAL WATER CO.,Region 9,California,Community water system,150,,Sonoma,5,9,4
CA3610093,ARROWHEAD VILLAS MUTUAL SERVICE COMPANY,Region 9,California,Community water system,"2,654",,San Bernardino,10,4,8
CA2000775,OAK CREEK MOBILE HOME PARK,Region 9,California,Community water system,370,,Madera,25,1,7
CA4300516,ALDERCROFT HEIGHTS COUNTY WATER DISTRICT,Region 9,California,Community water system,338,,Santa Clara,7,38,11
CA2000526,PIKE RANCH MUTUAL WATER CO,Region 9,California,Community water system,74,,Madera,23,66,7
CA4400631,LAS CUMBRES MUTUAL WATER CO,Region 9,California,Community water system,342,,Santa Cruz,16,121,14
CA0510009,BLUE LAKE SPRINGS MUT WTR,Region 9,California,Community water system,"4,600",,Calaveras,13,2,22
CA3700909,JULIAN COMMUNITY SERVICES DISTRICT,Region 9,California,Community water system,"1,517",,San Diego,17,85,11
CA2000534,LEISURE ACRES MUTUAL WATER COMPANY,Region 9,California,Community water system,45,,Madera,18,30,8
CA1910026,"COMPTON-CITY, WATER DEPT.",Region 9,California,Community water system,"76,484",COMPTON,Los Angeles,31,6,58
CA4110027,WESTBOROUGH WATER DISTRICT,Region 9,California,Community water system,"14,050",,San Mateo,4,2,14
CA4900660,YULUPA MUTUAL WATER COMPANY,Region 9,California,Community water system,200,,Sonoma,7,9,5
CA1710006,KONOCTI COUNTY WATER DISTRICT,Region 9,California,Community water system,"5,928",,Lake,10,0,19
CA4710006,MCCLOUD C.S.D.,Region 9,California,Community water system,"1,300",,Siskiyou,8,11,15
CA3710023,SANTA FE I.D.,Region 9,California,Community water system,"21,549",,San Diego,9,1,21
CA5200555,RIO RANCH COMMUNITY SVCS DIST,Region 9,California,Community water system,44,,Tehama,2,3,6
CA4000744,AFUERA DE CHORRO WATER COMPANY,Region 9,California,Community water system,79,,San Luis Obispo,8,2,9
CA1910239,"LAKEWOOD - CITY, WATER DEPT.",Region 9,California,Community water system,"63,050",LAKEWOOD,Los Angeles,54,2,35
CA3500579,VINEYARD ESTATES MWC,Region 9,California,Community water system,90,,San Benito,3,13,11
CA4900620,AUSTIN ACRES MUTUAL WATER COMPANY,Region 9,California,Community water system,67,,Sonoma,3,17,3
CA5700615,YOLO CO HOUSING AUTHORITY-EL RIO VILLA,Region 9,California,Community water system,432,,Yolo,10,7,12
CA4600017,R.R. LEWIS SMALL WC,Region 9,California,Community water system,324,,Sierra,4,58,25
CA3110017,SIERRA LAKES COUNTY WATER DIST,Region 9,California,Community water system,185,,Placer,5,1,10
CA1910063,LINCOLN AVENUE WATER CO.,Region 9,California,Community water system,"16,126",,Los Angeles,20,0,69
CA1510802,KERN VALLEY STATE PRISON,Region 9,California,Community water system,"5,000",,Kern,6,25,8
CA5610005,MEINERS OAKS CWD,Region 9,California,Community water system,"4,200",,Ventura,15,10,22
CA3310801,BAUTISTA CC NO. 36,Region 9,California,Community water system,84,,Riverside,4,11,11
CA1500378,MAHER MUTUAL WATER COMPANY,Region 9,California,Community water system,150,,Kern,4,68,7
CA1500349,STOCKDALE MUTUAL WATER CO.,Region 9,California,Community water system,200,,Kern,5,16,7
CA3301511,PINYON CREST HOA,Region 9,California,Community water system,104,,Riverside,15,19,13
CA3901215,SAN JUAN VISTA,Region 9,California,Community water system,100,,San Joaquin,2,10,51
CA1000019,FCSA #30/EL PORVENIR,Region 9,California,Community water system,241,,Fresno,4,84,20
